State,Year,Percentage_Poverty,Percentage_Uninsured,Poverty/Uninsured Ratio
 WY,2009,10.36521739130435,18.440102607826088,0.5621019368354974
 WY,2010,11.382608695652175,18.32021524086957,0.6213141355598997
 WY,2011,11.430434782608694,18.145309635217387,0.6299388113181543
 WY,2012,11.786956521739134,17.73381106695652,0.664660093492358
 WY,2013,11.052173913043477,16.741929435217394,0.6601493546971198
 WY,2014,11.27826086956522,15.025761133913045,0.7505949794523392
 WY,2015,10.517391304347827,14.080194204347828,0.7469635114194773
 WY,2016,11.052173913043477,14.133170369565216,0.7820024540879769
District of Columbia,2008,16.9,8.595883953,1.9660572539606969
District of Columbia,2009,17.6,8.181740081000001,2.1511316450728497
District of Columbia,2010,18.8,9.021540781,2.0839012377568724
District of Columbia,2011,19.1,8.280903948999999,2.306511477204915
District of Columbia,2012,18.8,6.976634036,2.694709211202776
District of Columbia,2013,18.8,7.5146046,2.5017949713548466
District of Columbia,2014,18.4,5.935707809,3.099883045472867
District of Columbia,2015,17.7,4.298374476,4.117835730420431
District of Columbia,2016,18.5,4.08123184,4.532945131585565
